Time[ms] CO2[ppm] O2[bar] P[bar] T[C]
29535460 25800.00 207.20 990.00 27.80
29536150 25760.00 207.20 990.00 27.80
29536839 25720.00 207.20 990.00 27.80
29537528 25770.00 207.20 990.00 27.80
29538217 25690.00 207.20 990.00 27.80
29538906 25650.00 207.20 990.00 27.80
29539595 25610.00 207.20 990.00 27.80
29540284 25610.00 207.20 990.00 27.80
29540973 25570.00 207.20 990.00 27.80
29541662 25450.00 207.20 990.00 27.80
29542352 25350.00 207.20 990.00 27.80
29543041 25440.00 207.20 990.00 27.80
29543730 25440.00 207.20 990.00 27.80
29544422 25400.00 207.20 990.00 27.80
29545111 25320.00 207.20 990.00 27.90
29545801 25320.00 207.20 990.00 27.80
29546490 25320.00 207.20 990.00 27.80
29547179 25280.00 207.20 990.00 27.80
29547868 25240.00 207.20 990.00 27.80
29548556 25240.00 207.20 990.00 27.80
29549245 25240.00 207.20 990.00 27.80
29549934 25240.00 207.20 990.00 27.90
29550623 25240.00 207.20 990.00 27.90
29551311 25200.00 207.20 990.00 27.80
29552000 25040.00 207.20 990.00 27.80
29552689 25000.00 207.20 990.00 27.80
29553378 24960.00 207.20 990.00 27.80
29554071 24920.00 207.20 990.00 27.80
29554760 24880.00 207.20 990.00 27.80
29555448 24880.00 207.20 990.00 27.80
29556137 24920.00 207.20 990.00 27.80
29556827 24840.00 207.20 990.00 27.90
29557516 24800.00 207.20 990.00 27.90
29558205 24800.00 207.20 990.00 27.80
29558894 24800.00 207.20 990.00 27.80
29559584 24840.00 207.20 990.00 27.80
29560273 24840.00 207.20 990.00 27.80
29560962 24800.00 207.20 990.00 27.80
29561651 24670.00 207.20 990.00 27.80
29562341 24630.00 207.20 990.00 27.80
29563033 24630.00 207.20 990.00 27.80
29563722 24590.00 207.20 990.00 27.80
29564411 24590.00 207.20 990.00 27.80
29565100 24510.00 207.20 990.00 27.80
29565788 24510.00 207.20 990.00 27.80
29566476 24470.00 207.20 990.00 27.80
29567166 24350.00 207.20 990.00 27.80
29567854 24350.00 207.20 990.00 27.80
29568543 24240.00 207.20 990.00 27.80
29569232 24200.00 207.20 990.00 27.80
29569921 24200.00 207.20 990.00 27.80
29570610 24160.00 207.20 990.00 27.80
29571299 24120.00 207.20 990.00 27.80
29571988 24120.00 207.20 990.00 27.80
29572680 24050.00 207.20 990.00 27.80
29573369 24010.00 207.20 990.00 27.80
29574058 24010.00 207.20 990.00 27.80
29574747 24010.00 207.20 990.00 27.80
29575437 23970.00 207.20 990.00 27.80
29576126 23930.00 207.20 990.00 27.80
29576815 23970.00 207.20 990.00 27.80
29577505 23970.00 207.20 990.00 27.80
29578194 23930.00 207.20 990.00 27.80
29578883 23890.00 207.20 990.00 27.80
29579572 23890.00 207.20 990.00 27.80
29580262 23930.00 207.20 990.00 27.80
29580950 23930.00 207.20 990.00 27.80
29581642 23930.00 207.10 990.00 27.80
29582331 23930.00 207.10 990.00 27.80
29583019 23930.00 207.10 990.00 27.80
29583708 23940.00 207.10 990.00 27.80
29584397 23940.00 207.10 990.00 27.80
29585086 23940.00 207.10 990.00 27.80
29585775 23900.00 207.10 990.00 27.80
29586464 23900.00 207.10 990.00 27.80
29587153 23830.00 207.10 990.00 27.80
29587842 23790.00 207.10 990.00 27.80
29588531 23750.00 207.10 990.00 27.80
29589220 23750.00 207.10 990.00 27.80
29589909 23790.00 207.10 990.00 27.80
29590599 23750.00 207.10 990.00 27.80
29591291 23750.00 207.10 990.00 27.80
29591980 23710.00 207.10 990.00 27.80
29592669 23670.00 207.10 990.00 27.80
29593359 23670.00 207.10 990.00 27.80
29594048 23710.00 207.10 990.00 27.80
29594737 23750.00 207.10 990.00 27.80
29595426 23710.00 207.10 990.00 27.80
29596115 23710.00 207.10 990.00 27.80
29596804 23710.00 207.20 990.00 27.80
29597493 23630.00 207.10 990.00 27.80
29598182 23440.00 207.10 990.00 27.80
29598871 23400.00 207.20 990.00 27.80
29599560 23440.00 207.20 990.00 27.90
29600251 23440.00 207.20 990.00 27.90
29600940 23400.00 207.10 990.00 27.80
29601629 23400.00 207.10 990.00 27.80
29602318 23370.00 207.10 990.00 27.80
29603007 23330.00 207.10 990.00 27.80
29603696 23290.00 207.20 990.00 27.80
29604385 23290.00 207.20 990.00 27.80
29605074 23290.00 207.20 990.00 27.80
29605763 23290.00 207.20 990.00 27.80
29606452 23290.00 207.20 990.00 27.80
29607142 23330.00 207.20 990.00 27.80
29607831 23290.00 207.20 990.00 27.80
29608520 23220.00 207.20 990.00 27.80
29609209 23110.00 207.20 990.00 27.80
29609902 23080.00 207.20 990.00 27.80
29610591 23080.00 207.20 990.00 27.80
29611280 23110.00 207.20 990.00 27.80
29611969 23110.00 207.20 990.00 27.80
29612659 23080.00 207.20 990.00 27.80
29613348 23010.00 207.20 990.00 27.80
29614036 23010.00 207.20 990.00 27.80
29614725 23010.00 207.20 990.00 27.80
29615414 23010.00 207.20 990.00 27.80
29616103 22970.00 207.20 990.00 27.80
29616792 23010.00 207.20 990.00 27.80
29617480 22970.00 207.20 990.00 27.80
29618169 22940.00 207.20 990.00 27.80
29618864 22940.00 207.20 990.00 27.80
29619553 22940.00 207.20 990.00 27.80
29620242 22940.00 207.20 990.00 27.80
29620931 22940.00 207.20 990.00 27.80
29621621 22900.00 207.20 990.00 27.80
29622309 22800.00 207.20 990.00 27.80
29623020 22800.00 207.20 990.00 27.80
29623710 22730.00 207.20 990.00 27.80
29624399 22730.00 207.20 990.00 27.80
29625088 22690.00 207.20 990.00 27.80
29625777 22520.00 207.20 990.00 27.80
29626466 22450.00 207.20 990.00 27.80
29627157 22410.00 207.20 990.00 27.80
29627847 22410.00 207.20 990.00 27.80
29628548 22410.00 207.20 990.00 27.80
29629237 22340.00 207.20 990.00 27.80
29629927 22270.00 207.20 990.00 27.80
29630615 22270.00 207.20 990.00 27.80
29631304 22270.00 207.10 990.00 27.80
29631993 22270.00 207.10 990.00 27.80
29632682 22270.00 207.10 990.00 27.80
29633370 22270.00 207.20 990.00 27.80
29634059 22280.00 207.20 990.00 27.80
29634748 22280.00 207.20 990.00 27.80
29635438 22240.00 207.10 990.00 27.80
29636127 22240.00 207.10 990.00 27.80
29636816 22170.00 207.10 990.00 27.80
29637508 22170.00 207.10 990.00 27.80
29638197 22170.00 207.10 990.00 27.80
29638887 22130.00 207.10 990.00 27.80
29639576 22170.00 207.10 990.00 27.80
29640265 22060.00 207.10 990.00 27.80
29640954 22030.00 207.10 990.00 27.80
29641643 22060.00 207.10 990.00 27.80
29642332 22030.00 207.10 990.00 27.80
29643021 21990.00 207.10 990.00 27.80
29643711 21920.00 207.10 990.00 27.80
29644401 21850.00 207.10 990.00 27.80
29645090 21780.00 207.10 990.00 27.80
29645778 21750.00 207.10 990.00 27.80
29646466 21680.00 207.20 990.00 27.80
29647159 21640.00 207.20 990.00 27.80
29647848 21570.00 207.20 990.00 27.80
29648536 21570.00 207.20 990.00 27.80
29649226 21610.00 207.20 990.00 27.80
29649915 21610.00 207.20 990.00 27.80
29650603 21640.00 207.20 990.00 27.80
29651292 21650.00 207.20 990.00 27.80
29651981 21620.00 207.20 990.00 27.80
29652671 21620.00 207.20 990.00 27.80
29653360 21580.00 207.20 990.00 27.80
29654049 21580.00 207.20 990.00 27.80
29654738 21620.00 207.20 990.00 27.80
29655427 21650.00 207.20 990.00 27.80
29656119 21650.00 207.20 990.00 27.80
29656809 21650.00 207.20 990.00 27.80
29657498 21620.00 207.20 990.00 27.80
29658187 21620.00 207.10 990.00 27.80
29658877 21580.00 207.10 990.00 27.80
29659566 21550.00 207.20 990.00 27.80
29660255 21510.00 207.10 990.00 27.80
29660944 21510.00 207.10 990.00 27.80
29661633 21510.00 207.10 990.00 27.80
29662323 21510.00 207.10 990.00 27.80
29663011 21510.00 207.10 990.00 27.80
29663700 21480.00 207.10 990.00 27.80
29664389 21440.00 207.10 990.00 27.80
29665077 21410.00 207.10 990.00 27.80
29665769 21370.00 207.20 990.00 27.80
29666459 21340.00 207.20 990.00 27.80
29667148 21300.00 207.20 990.00 27.80
29667836 21270.00 207.20 990.00 27.80
29668525 21270.00 207.20 990.00 27.80
29669214 21270.00 207.20 990.00 27.80
29669904 21230.00 207.20 990.00 27.80
29670593 21200.00 207.20 990.00 27.80
29671282 21090.00 207.20 990.00 27.80
29671971 21020.00 207.20 990.00 27.80
29672661 20990.00 207.20 990.00 27.80
29673350 20890.00 207.20 990.00 27.80
29674039 20860.00 207.20 990.00 27.80
29674732 20890.00 207.20 990.00 27.80
29675421 20890.00 207.20 990.00 27.80
29676110 20860.00 207.20 990.00 27.80
29676799 20860.00 207.20 990.00 27.80
29677488 20830.00 207.20 990.00 27.80
29678177 20860.00 207.20 990.00 27.80
29678866 20930.00 207.20 990.00 27.80
29679555 20930.00 207.20 990.00 27.80
29680244 20860.00 207.20 990.00 27.80
29680932 20830.00 207.20 990.00 27.80
29681621 20860.00 207.20 990.00 27.80
29682310 20800.00 207.20 990.00 27.80
29682998 20740.00 207.20 990.00 27.80
29683691 20700.00 207.20 990.00 27.80
29684380 20700.00 207.20 990.00 27.80
29685069 20700.00 207.20 990.00 27.80
29685758 20670.00 207.20 990.00 27.80
29686447 20670.00 207.20 990.00 27.80
29687136 20670.00 207.20 990.00 27.80
29687825 20700.00 207.20 990.00 27.80
29688514 20740.00 207.20 990.00 27.80
29689204 20740.00 207.20 990.00 27.80
29689893 20700.00 207.20 990.00 27.80
29690582 20700.00 207.20 990.00 27.80
29691271 20670.00 207.20 990.00 27.80
29691960 20580.00 207.20 990.00 27.80
29692650 20580.00 207.20 990.00 27.80
29693342 20550.00 207.20 990.00 27.80
29694031 20580.00 207.20 990.00 27.80
29694720 20640.00 207.20 990.00 27.80
29695409 20610.00 207.20 990.00 27.80
29696097 20640.00 207.20 990.00 27.80
29696787 20700.00 207.20 990.00 27.80
29697475 20740.00 207.20 990.00 27.80
29698164 20740.00 207.20 990.00 27.80
29698853 20740.00 207.20 990.00 27.80
29699542 20740.00 207.20 990.00 27.80
29700231 20740.00 207.20 990.00 27.80
29700920 20770.00 207.20 990.00 27.80
29701609 20670.00 207.20 990.00 27.80
29702301 20610.00 207.20 990.00 27.80
29702991 20550.00 207.20 990.00 27.80
29703680 20520.00 207.20 990.00 27.80
29704368 20420.00 207.20 990.00 27.80
29705057 20390.00 207.20 990.00 27.70
29705747 20360.00 207.20 990.00 27.80
29706436 20390.00 207.20 990.00 27.80
29707126 20390.00 207.20 990.00 27.80
29707815 20390.00 207.20 990.00 27.80
29708504 20330.00 207.20 990.00 27.80
29709193 20290.00 207.20 990.00 27.80
29709883 20330.00 207.20 990.00 27.80
29710571 20360.00 207.20 990.00 27.80
29711261 20360.00 207.20 990.00 27.80
29711953 20300.00 207.20 990.00 27.80
29712641 20270.00 207.20 990.00 27.80
29713330 20230.00 207.20 990.00 27.80
29714019 20170.00 207.20 990.00 27.80
29714708 20140.00 207.20 990.00 27.80
29715396 20140.00 207.20 990.00 27.80
29716086 20140.00 207.20 990.00 27.80
29716775 20100.00 207.20 990.00 27.80
29717463 20140.00 207.20 990.00 27.80
29718152 20150.00 207.20 990.00 27.80
29718842 20150.00 207.20 990.00 27.80
29719531 20150.00 207.20 990.00 27.80
29720220 20110.00 207.20 990.00 27.80
29720912 20050.00 207.20 990.00 27.80
29721601 20050.00 207.20 990.00 27.80
29722291 20050.00 207.20 990.00 27.80
29722980 20020.00 207.20 990.00 27.80
29723669 20020.00 207.20 990.00 27.80
29724359 20020.00 207.20 990.00 27.70
29725048 19990.00 207.20 990.00 27.80
29725737 19990.00 207.20 990.00 27.80
29726426 19930.00 207.20 990.00 27.80
29727115 19870.00 207.20 990.00 27.80
29727804 19870.00 207.20 990.00 27.80
29728493 19850.00 207.20 990.00 27.80
29729183 19790.00 207.20 990.00 27.80
29729871 19790.00 207.20 990.00 27.80
29730563 19790.00 207.20 990.00 27.80
29731252 19790.00 207.20 990.00 27.80
29731941 19760.00 207.20 990.00 27.80
29732629 19700.00 207.20 990.00 27.80
29733319 19640.00 207.20 990.00 27.80
29734008 19610.00 207.20 990.00 27.80
29734696 19610.00 207.20 990.00 27.80
29735385 19580.00 207.20 990.00 27.80
29736075 19580.00 207.20 990.00 27.70
29736764 19610.00 207.20 990.00 27.70
29737453 19560.00 207.20 990.00 27.80
29738143 19560.00 207.20 990.00 27.80
29738832 19560.00 207.20 990.00 27.80
29739524 19530.00 207.20 990.00 27.80
29740213 19530.00 207.20 990.00 27.80
29740903 19470.00 207.20 990.00 27.80
29741592 19410.00 207.20 990.00 27.80
29742281 19380.00 207.20 990.00 27.80
29742970 19380.00 207.20 990.00 27.80
29743659 19380.00 207.20 990.00 27.80
29744349 19350.00 207.20 990.00 27.80
29745037 19350.00 207.20 990.00 27.80
29745726 19380.00 207.20 990.00 27.70
29746415 19410.00 207.20 990.00 27.80
29747104 19440.00 207.20 990.00 27.80
29747792 19410.00 207.20 990.00 27.80
29748481 19380.00 207.20 990.00 27.80
29749173 19320.00 207.20 990.00 27.80
29749863 19290.00 207.20 990.00 27.80
29750552 19320.00 207.20 990.00 27.80
29751241 19320.00 207.20 990.00 27.80
29751930 19290.00 207.20 990.00 27.80
29752619 19260.00 207.20 990.00 27.80
29753308 19260.00 207.20 990.00 27.80
29753997 19260.00 207.20 990.00 27.80
29754687 19240.00 207.20 990.00 27.80
29755376 19240.00 207.20 990.00 27.80
29756065 19210.00 207.20 990.00 27.80
29756754 19180.00 207.20 990.00 27.80
29757444 19180.00 207.20 990.00 27.80
29758136 19030.00 207.20 990.00 27.80
29758826 19060.00 207.20 990.00 27.80
29759515 19090.00 207.20 990.00 27.80
29760204 19060.00 207.20 990.00 27.80
29760893 19090.00 207.20 990.00 27.80
29761582 19120.00 207.20 990.00 27.80
29762270 19090.00 207.20 990.00 27.80
29762959 19060.00 207.20 990.00 27.80
29763648 19030.00 207.20 990.00 27.80
29764337 18980.00 207.20 990.00 27.80
29765025 18950.00 207.20 990.00 27.80
29765714 18950.00 207.20 990.00 27.80
29766403 18920.00 207.20 990.00 27.80
29767092 18900.00 207.20 990.00 27.80
29767789 18900.00 207.20 990.00 27.80
29768479 18900.00 207.20 990.00 27.80
29769167 18870.00 207.20 990.00 27.80
29769856 18870.00 207.20 990.00 27.80
29770546 18900.00 207.20 990.00 27.80
29771235 18920.00 207.20 990.00 27.80
29771924 18920.00 207.20 990.00 27.80
29772614 18900.00 207.20 990.00 27.80
29773303 18870.00 207.20 990.00 27.80
29773992 18810.00 207.20 990.00 27.80
29774681 18760.00 207.20 990.00 27.80
29775370 18760.00 207.20 990.00 27.80
29776060 18730.00 207.20 990.00 27.80
29776762 18700.00 207.20 990.00 27.80
29777450 18700.00 207.20 990.00 27.80
29778138 18700.00 207.20 990.00 27.80
29778827 18670.00 207.20 990.00 27.80
29779522 18620.00 207.20 990.00 27.80
29780215 18560.00 207.20 990.00 27.80
29780904 18530.00 207.20 990.00 27.80
29781593 18480.00 207.20 990.00 27.80
29782282 18450.00 207.20 990.00 27.80
29782971 18420.00 207.20 990.00 27.80
29783660 18370.00 207.20 990.00 27.80
29784349 18370.00 207.20 990.00 27.80
29785039 18260.00 207.20 990.00 27.80
29785728 18230.00 207.20 990.00 27.80
29786420 18260.00 207.20 990.00 27.80
29787109 18260.00 207.20 990.00 27.80
29787799 18310.00 207.20 990.00 27.70
29788488 18370.00 207.20 990.00 27.70
29789177 18340.00 207.20 990.00 27.80
29789866 18340.00 207.20 990.00 27.80
29790555 18370.00 207.20 990.00 27.80
29791244 18370.00 207.20 990.00 27.80
29791934 18370.00 207.20 990.00 27.70
29792623 18370.00 207.20 990.00 27.70
29793333 18340.00 207.20 990.00 27.80
29794029 18230.00 207.20 990.00 27.80
29794724 18230.00 207.20 990.00 27.80
29795416 18260.00 207.20 990.00 27.80
29796105 18200.00 207.20 990.00 27.80
29796794 18170.00 207.20 990.00 27.80
29797483 18170.00 207.20 990.00 27.80
29798173 18120.00 207.20 990.00 27.80
29798862 18090.00 207.20 990.00 27.80
29799550 18030.00 207.20 990.00 27.80
29800239 17980.00 207.20 990.00 27.80
29800928 17950.00 207.20 990.00 27.80
29801618 18010.00 207.20 990.00 27.80
29802307 18060.00 207.20 990.00 27.80
29802997 18090.00 207.20 990.00 27.80
29803686 18060.00 207.20 990.00 27.80
29804375 18060.00 207.20 990.00 27.80
29805067 18060.00 207.20 990.00 27.80
29805757 18060.00 207.20 990.00 27.80
29806446 18010.00 207.20 990.00 27.80
29807135 18010.00 207.20 990.00 27.80
29807824 17980.00 207.20 990.00 27.80
29808512 17950.00 207.20 990.00 27.80
29809202 17920.00 207.20 990.00 27.80
29809890 17950.00 207.20 990.00 27.80
29810579 17870.00 207.20 990.00 27.80
29811268 17870.00 207.20 990.00 27.70
29811957 17840.00 207.20 990.00 27.70
29812645 17780.00 207.20 990.00 27.80
29813335 17760.00 207.20 990.00 27.80
29814027 17700.00 207.20 990.00 27.80
29814716 17670.00 207.20 990.00 27.80
29815405 17620.00 207.20 990.00 27.80
29816095 17560.00 207.20 990.00 27.80
29816783 17620.00 207.20 990.00 27.80
29817472 17640.00 207.20 990.00 27.80
29818161 17620.00 207.20 990.00 27.80
29818850 17620.00 207.20 990.00 27.80
29819540 17590.00 207.20 990.00 27.80
29820230 17560.00 207.20 990.00 27.80
29820919 17530.00 207.20 990.00 27.80
29821608 17530.00 207.20 990.00 27.80
29822297 17500.00 207.20 990.00 27.80
29822986 17500.00 207.20 990.00 27.80
29823679 17420.00 207.20 990.00 27.80
29824368 17370.00 207.20 990.00 27.80
29825056 17390.00 207.20 990.00 27.80
29825745 17420.00 207.20 990.00 27.80
29826434 17390.00 207.20 990.00 27.80
29827122 17370.00 207.20 990.00 27.80
29827811 17370.00 207.20 990.00 27.70
29828500 17420.00 207.20 990.00 27.70
29829190 17420.00 207.20 990.00 27.80
29829878 17450.00 207.20 990.00 27.80
29830567 17480.00 207.20 990.00 27.70
29831256 17420.00 207.20 990.00 27.70
29831945 17390.00 207.20 990.00 27.70
29832638 17340.00 207.20 990.00 27.70
29833326 17310.00 207.20 990.00 27.80
29834016 17310.00 207.20 990.00 27.80
29834705 17310.00 207.20 990.00 27.80
29835394 17310.00 207.20 990.00 27.80
29836083 17310.00 207.20 990.00 27.80
29836773 17310.00 207.20 990.00 27.80
29837462 17310.00 207.20 990.00 27.80
29838151 17310.00 207.20 990.00 27.80
29838840 17340.00 207.20 990.00 27.80
29839530 17310.00 207.20 990.00 27.80
29840219 17390.00 207.20 990.00 27.80
29840907 17420.00 207.20 990.00 27.70
29841597 17450.00 207.20 990.00 27.80
29842289 17390.00 207.20 990.00 27.80
29842977 17390.00 207.20 990.00 27.80
29843666 17390.00 207.20 990.00 27.70
29844355 17420.00 207.20 990.00 27.70
29845043 17370.00 207.20 990.00 27.80
29845733 17310.00 207.20 990.00 27.80
29846421 17280.00 207.20 990.00 27.70
29847111 17280.00 207.20 990.00 27.70
29847800 17310.00 207.20 990.00 27.80
29848489 17370.00 207.20 990.00 27.80
29849177 17340.00 207.20 990.00 27.80
29849866 17310.00 207.20 990.00 27.80
29850556 17310.00 207.20 990.00 27.80
29851249 17310.00 207.20 990.00 27.80
29851938 17310.00 207.20 990.00 27.80
29852627 17280.00 207.20 990.00 27.70
29853316 17260.00 207.20 990.00 27.70
29854005 17260.00 207.20 990.00 27.80
29854695 17200.00 207.20 990.00 27.80
29855384 17150.00 207.20 990.00 27.80
29856073 17120.00 207.20 990.00 27.80
29856763 17040.00 207.20 990.00 27.80
29857451 17010.00 207.20 990.00 27.80
29858140 17010.00 207.20 990.00 27.80
29858829 17040.00 207.20 990.00 27.80
29859518 16980.00 207.20 990.00 27.80
29860210 16900.00 207.20 990.00 27.80
29860899 16900.00 207.20 990.00 27.80
29861587 16900.00 207.20 990.00 27.80
29862276 16880.00 207.20 990.00 27.70
29862965 16880.00 207.20 990.00 27.80
29863654 16820.00 207.20 990.00 27.70
29864343 16770.00 207.20 990.00 27.70
29865032 16770.00 207.20 990.00 27.80
29865722 16740.00 207.20 990.00 27.80
29866410 16770.00 207.20 990.00 27.80
29867099 16740.00 207.20 990.00 27.70
29867788 16740.00 207.20 990.00 27.80
29868478 16740.00 207.20 990.00 27.80
29869167 16740.00 207.20 990.00 27.80
29869860 16710.00 207.20 990.00 27.80
29870549 16740.00 207.20 990.00 27.80
29871238 16710.00 207.20 990.00 27.70
29871927 16740.00 207.20 990.00 27.80
29872617 16710.00 207.20 990.00 27.80
29873306 16660.00 207.20 990.00 27.70
29873996 16600.00 207.20 990.00 27.70
29874684 16580.00 207.20 990.00 27.70
29875372 16580.00 207.20 990.00 27.80
29876061 16580.00 207.20 990.00 27.70
29876750 16600.00 207.20 990.00 27.70
29877439 16630.00 207.20 990.00 27.80
29878128 16660.00 207.20 990.00 27.70
29878820 16600.00 207.20 990.00 27.80
29879509 16580.00 207.20 990.00 27.80
29880198 16550.00 207.20 990.00 27.80
29880887 16490.00 207.20 990.00 27.80
29881577 16470.00 207.20 990.00 27.80
29882266 16440.00 207.30 990.00 27.70
29882955 16410.00 207.30 990.00 27.80
29883644 16380.00 207.30 990.00 27.80
29884333 16350.00 207.30 990.00 27.70
29885022 16320.00 207.30 990.00 27.70
29885712 16350.00 207.30 990.00 27.70
29886401 16290.00 207.20 990.00 27.80
29887090 16270.00 207.20 990.00 27.70
29887779 16240.00 207.20 990.00 27.70
29888471 16270.00 207.30 990.00 27.80
29889160 16270.00 207.30 990.00 27.70
29889850 16240.00 207.30 990.00 27.70
29890539 16240.00 207.30 990.00 27.80
29891228 16210.00 207.30 990.00 27.80
29891917 16210.00 207.30 990.00 27.80
29892605 16210.00 207.30 990.00 27.70
29893294 16240.00 207.30 990.00 27.80
29893983 16240.00 207.30 990.00 27.80
29894672 16240.00 207.30 990.00 27.80
29895361 16180.00 207.30 990.00 27.80
29896050 16180.00 207.30 990.00 27.70
29896739 16180.00 207.30 990.00 27.70
29897431 16150.00 207.30 990.00 27.70
29898120 16120.00 207.30 990.00 27.80
29898810 16090.00 207.30 990.00 27.80
29899499 16060.00 207.30 990.00 27.80
29900188 16060.00 207.30 990.00 27.80
29900877 15980.00 207.30 990.00 27.80
29901566 15950.00 207.30 990.00 27.70
29902255 15920.00 207.30 991.00 27.80
29902944 15860.00 207.30 991.00 27.80
29903634 15860.00 207.30 991.00 27.70
29904323 15830.00 207.30 991.00 27.70
29905013 15800.00 207.30 991.00 27.70
29905702 15800.00 207.30 991.00 27.80
29906391 15830.00 207.30 991.00 27.80
29907083 15830.00 207.30 991.00 27.80
29907772 15800.00 207.30 990.00 27.70
29908461 15830.00 207.30 990.00 27.70
29909150 15830.00 207.30 990.00 27.70
29909838 15800.00 207.30 990.00 27.80
29910527 15800.00 207.30 990.00 27.80
29911215 15830.00 207.30 990.00 27.80
29911904 15830.00 207.30 990.00 27.80
29912593 15830.00 207.30 990.00 27.70
29913282 15830.00 207.30 990.00 27.70
29913971 15740.00 207.30 990.00 27.70
29914661 15740.00 207.30 990.00 27.80
29915350 15660.00 207.30 990.00 27.70
29916045 15630.00 207.30 990.00 27.70
29916735 15600.00 207.30 990.00 27.80
29917424 15570.00 207.30 990.00 27.80
29918113 15540.00 207.30 990.00 27.80
29918810 15510.00 207.30 990.00 27.80
29919507 15540.00 207.30 990.00 27.70
29920196 15510.00 207.30 990.00 27.70
29920886 15510.00 207.30 990.00 27.80
29921575 15480.00 207.30 990.00 27.80
29922264 15480.00 207.30 990.00 27.80
29922953 15510.00 207.30 990.00 27.80
29923642 15480.00 207.30 990.00 27.80
29924331 15450.00 207.30 990.00 27.80
29925020 15430.00 207.30 990.00 27.70
29925721 15430.00 207.30 990.00 27.80
29926409 15400.00 207.30 990.00 27.80
29927098 15400.00 207.30 990.00 27.80
29927787 15400.00 207.30 990.00 27.70
29928477 15340.00 207.30 990.00 27.80
29929165 15340.00 207.30 990.00 27.80
29929854 15340.00 207.30 990.00 27.70
29930544 15310.00 207.30 990.00 27.80
29931232 15260.00 207.30 990.00 27.80
29931922 15310.00 207.30 990.00 27.80
29932611 15310.00 207.30 990.00 27.70
29933301 15340.00 207.30 990.00 27.70
29933990 15310.00 207.30 990.00 27.80
29934682 15310.00 207.30 990.00 27.70
29935371 15290.00 207.30 990.00 27.70
29936061 15230.00 207.30 990.00 27.70
29936750 15200.00 207.30 990.00 27.80
29937439 15110.00 207.30 990.00 27.80
29938129 15110.00 207.30 990.00 27.80
29938818 15110.00 207.30 990.00 27.80
29939506 15080.00 207.30 990.00 27.80
29940194 15060.00 207.30 990.00 27.80
29940884 15030.00 207.30 990.00 27.70
29941573 15060.00 207.30 990.00 27.70
29942261 15030.00 207.30 990.00 27.80
29942950 15030.00 207.30 990.00 27.80
29943640 15060.00 207.30 990.00 27.80
29944331 15060.00 207.30 990.00 27.80
29945021 15000.00 207.30 990.00 27.70
29945710 14980.00 207.30 990.00 27.70
29946399 14950.00 207.30 990.00 27.70
29947088 14920.00 207.30 990.00 27.70
29947777 14890.00 207.30 990.00 27.80
29948466 14860.00 207.30 990.00 27.80
29949156 14860.00 207.30 990.00 27.70
29949845 14860.00 207.30 990.00 27.80
29950534 14920.00 207.30 990.00 27.80
29951223 14920.00 207.30 990.00 27.70
29951913 14920.00 207.30 990.00 27.80
29952602 14920.00 207.30 990.00 27.80
29953295 14920.00 207.30 990.00 27.80
29953984 14920.00 207.20 990.00 27.80
29954673 14950.00 207.20 990.00 27.80
29955362 14950.00 207.20 990.00 27.80
29956051 14860.00 207.20 990.00 27.80
29956740 14860.00 207.20 990.00 27.80
29957428 14890.00 207.20 990.00 27.80
29958118 14890.00 207.20 990.00 27.70
29958806 14890.00 207.20 990.00 27.70
29959495 14860.00 207.20 990.00 27.80
29960184 14840.00 207.20 990.00 27.70
29960873 14750.00 207.20 990.00 27.70
29961562 14720.00 207.20 990.00 27.70
29962251 14690.00 207.20 990.00 27.80
29962954 14630.00 207.20 990.00 27.80
29963654 14630.00 207.20 990.00 27.80
29964343 14660.00 207.30 990.00 27.80
29965033 14660.00 207.20 990.00 27.80
29965723 14690.00 207.20 990.00 27.80
29966412 14690.00 207.20 990.00 27.70
29967101 14690.00 207.20 990.00 27.70
29967790 14660.00 207.20 990.00 27.70
29968479 14600.00 207.20 990.00 27.70
29969169 14600.00 207.20 990.00 27.80
29969858 14600.00 207.20 990.00 27.80
29970548 14570.00 207.20 990.00 27.80
29971237 14600.00 207.20 990.00 27.70
29971928 14570.00 207.20 990.00 27.70
29972617 14540.00 207.20 990.00 27.70
29973306 14510.00 207.20 990.00 27.70
29973995 14540.00 207.20 990.00 27.70
29974683 14540.00 207.20 990.00 27.80
29975373 14540.00 207.20 990.00 27.80
29976062 14550.00 207.20 990.00 27.70
29976750 14520.00 207.20 990.00 27.70
29977439 14580.00 207.20 990.00 27.70
29978129 14520.00 207.20 990.00 27.70
29978818 14520.00 207.20 990.00 27.70
29979507 14550.00 207.20 990.00 27.80
29980196 14490.00 207.20 990.00 27.80
29980885 14460.00 207.20 990.00 27.80
29981577 14400.00 207.20 990.00 27.80
29982267 14370.00 207.20 990.00 27.80
29982956 14310.00 207.20 990.00 27.80
29983646 14310.00 207.20 990.00 27.80
29984335 14340.00 207.20 990.00 27.70
29985024 14370.00 207.20 990.00 27.70
29985713 14370.00 207.20 990.00 27.80
29986402 14310.00 207.20 990.00 27.80
29987092 14280.00 207.20 990.00 27.80
29987781 14280.00 207.20 990.00 27.80
29988470 14220.00 207.20 990.00 27.70
29989158 14230.00 207.20 990.00 27.70
29989847 14200.00 207.20 990.00 27.80
29990539 14200.00 207.20 990.00 27.70
29991228 14160.00 207.20 990.00 27.70
29991916 14110.00 207.20 990.00 27.70
29992606 14080.00 207.20 990.00 27.70
29993295 14080.00 207.20 990.00 27.70
