Time[ms] CO2[ppm] O2[bar] P[bar] T[C]
9412660 780.00 207.10 989.00 27.00
9413333 780.00 207.10 989.00 27.00
9414006 760.00 207.10 989.00 27.00
9414679 760.00 207.10 989.00 27.00
9415351 750.00 207.10 989.00 27.00
9416023 730.00 207.10 989.00 26.90
9416699 740.00 207.10 989.00 27.00
9417372 760.00 207.10 989.00 27.00
9418044 760.00 207.10 989.00 27.00
9418716 750.00 207.10 989.00 27.00
9419389 740.00 207.10 989.00 27.00
9420061 730.00 207.10 988.00 27.00
9420734 730.00 207.10 988.00 27.00
9421406 730.00 207.10 988.00 27.00
9422078 710.00 207.10 989.00 27.00
9422751 720.00 207.10 988.00 27.00
9423423 720.00 207.10 988.00 27.00
9424095 740.00 207.10 988.00 27.00
9424768 760.00 207.10 988.00 27.00
9425440 770.00 207.10 988.00 27.00
9426112 780.00 207.10 988.00 27.00
9426789 780.00 207.10 988.00 27.00
9427468 780.00 207.10 988.00 27.00
9428147 780.00 207.00 988.00 27.00
9428820 790.00 207.00 988.00 27.00
9429492 780.00 207.00 988.00 27.00
9430164 780.00 207.00 988.00 27.00
9430836 790.00 207.00 988.00 27.00
9431509 780.00 207.00 988.00 27.00
9432181 780.00 207.10 988.00 27.00
9432854 780.00 207.10 988.00 26.90
9433526 790.00 207.10 988.00 26.90
9434198 810.00 207.10 988.00 27.00
9434871 810.00 207.10 988.00 27.00
9435543 810.00 207.10 988.00 27.00
9436219 820.00 207.10 988.00 27.10
9436891 820.00 207.10 988.00 27.00
9437563 810.00 207.10 988.00 27.00
9438236 810.00 207.10 988.00 27.00
9438909 800.00 207.10 989.00 27.00
9439581 790.00 207.10 989.00 27.00
9440253 780.00 207.10 988.00 27.10
9440926 780.00 207.10 989.00 27.00
9441599 780.00 207.10 989.00 27.00
9442271 780.00 207.10 988.00 27.00
9442944 780.00 207.10 988.00 27.00
9443617 770.00 207.10 988.00 27.00
9444290 780.00 207.10 988.00 27.00
9444962 780.00 207.10 988.00 27.00
9445635 780.00 207.10 988.00 27.00
9446311 780.00 207.10 988.00 27.00
9446990 780.00 207.10 988.00 27.10
9447669 790.00 207.10 988.00 27.10
9448341 800.00 207.10 988.00 27.00
9449014 810.00 207.10 988.00 27.00
9449687 810.00 207.10 988.00 27.00
9450360 800.00 207.10 988.00 27.00
9451032 790.00 207.10 988.00 27.00
9451705 790.00 207.10 988.00 27.00
9452378 780.00 207.10 988.00 27.00
9453051 810.00 207.10 988.00 27.00
9453724 810.00 207.10 988.00 27.00
9454397 800.00 207.10 989.00 27.00
9455069 810.00 207.10 989.00 27.00
9455742 810.00 207.10 989.00 27.00
9456419 810.00 207.10 989.00 27.00
9457091 800.00 207.10 988.00 27.00
9457764 790.00 207.10 988.00 27.00
9458437 790.00 207.10 989.00 27.00
9459110 790.00 207.10 989.00 27.00
9459783 780.00 207.10 989.00 27.00
9460456 760.00 207.10 989.00 27.00
9461128 760.00 207.10 989.00 27.00
9461802 760.00 207.10 989.00 27.00
9462475 760.00 207.10 989.00 27.00
9463147 760.00 207.10 989.00 27.00
9463820 760.00 207.10 989.00 27.00
9464493 760.00 207.10 989.00 27.00
9465166 760.00 207.10 989.00 27.00
9465842 760.00 207.10 989.00 27.00
9466520 760.00 207.10 989.00 27.00
9467199 770.00 207.10 989.00 27.00
9467872 770.00 207.10 989.00 27.00
9468545 790.00 207.10 988.00 27.00
9469218 780.00 207.10 988.00 27.00
9469891 780.00 207.10 988.00 27.00
9470564 800.00 207.10 988.00 27.00
9471237 810.00 207.10 988.00 27.00
9471910 810.00 207.10 988.00 27.00
9472583 810.00 207.10 988.00 27.00
9473256 820.00 207.10 988.00 27.00
9473928 830.00 207.10 988.00 27.00
9474601 820.00 207.10 988.00 27.10
9475274 820.00 207.10 988.00 27.00
9475950 810.00 207.10 988.00 27.00
9476623 810.00 207.10 988.00 27.10
9477296 810.00 207.10 988.00 27.10
9477969 810.00 207.10 988.00 27.10
9478642 800.00 207.10 988.00 27.10
9479315 780.00 207.10 988.00 27.00
9479987 780.00 207.10 988.00 27.00
9480660 790.00 207.10 988.00 27.00
9481333 790.00 207.10 988.00 27.00
9482006 780.00 207.10 988.00 27.00
9482679 780.00 207.10 988.00 27.00
9483352 790.00 207.10 988.00 27.00
9484032 780.00 207.10 988.00 27.00
9484713 770.00 207.10 988.00 27.00
9485386 780.00 207.10 989.00 27.10
9486062 780.00 207.10 989.00 27.10
9486735 790.00 207.10 988.00 27.00
9487407 800.00 207.10 988.00 27.00
9488080 790.00 207.10 988.00 27.00
9488754 800.00 207.10 988.00 27.00
9489426 810.00 207.10 988.00 27.00
9490099 810.00 207.10 988.00 27.00
9490772 820.00 207.10 989.00 27.00
9491445 830.00 207.10 988.00 27.00
9492118 820.00 207.10 988.00 27.00
9492790 830.00 207.10 988.00 27.00
9493463 840.00 207.10 988.00 27.10
9494136 840.00 207.10 988.00 27.10
9494809 830.00 207.10 988.00 27.00
9495485 830.00 207.10 989.00 27.10
9496158 830.00 207.10 989.00 27.10
9496831 820.00 207.10 988.00 27.00
9497504 820.00 207.10 988.00 27.00
9498177 830.00 207.10 988.00 27.00
9498849 830.00 207.10 988.00 27.00
9499522 830.00 207.10 988.00 27.00
9500195 840.00 207.10 988.00 27.00
9500867 830.00 207.10 988.00 27.00
9501540 830.00 207.10 988.00 27.10
9502212 820.00 207.10 988.00 27.10
9502886 820.00 207.10 989.00 27.00
9503559 820.00 207.10 988.00 27.00
9504231 810.00 207.10 988.00 27.00
9504903 800.00 207.10 989.00 27.00
9505585 790.00 207.10 989.00 27.10
9506264 790.00 207.10 989.00 27.10
9506937 780.00 207.10 988.00 27.00
9507609 760.00 207.10 988.00 27.00
9508282 770.00 207.10 988.00 27.00
9508955 770.00 207.10 989.00 26.90
9509628 780.00 207.10 989.00 27.00
9510301 780.00 207.10 989.00 27.00
9510973 770.00 207.10 988.00 27.00
9511646 780.00 207.10 989.00 27.10
9512318 790.00 207.10 989.00 27.10
9512991 790.00 207.10 988.00 27.00
9513664 800.00 207.10 988.00 27.00
9514336 810.00 207.10 988.00 27.00
9515016 810.00 207.10 988.00 27.00
9515690 810.00 207.10 988.00 27.10
9516362 810.00 207.10 988.00 27.10
9517035 810.00 207.10 988.00 27.10
9517708 810.00 207.10 989.00 27.00
9518380 820.00 207.10 989.00 27.00
9519053 830.00 207.10 988.00 27.00
9519726 820.00 207.10 988.00 27.00
9520399 820.00 207.10 989.00 27.00
9521071 820.00 207.10 988.00 27.00
9521744 820.00 207.10 988.00 27.00
9522417 810.00 207.10 988.00 27.00
9523090 810.00 207.10 989.00 27.10
9523762 790.00 207.10 989.00 27.00
9524435 790.00 207.10 989.00 27.00
9525121 810.00 207.10 988.00 27.00
9525796 810.00 207.10 988.00 27.00
9526468 810.00 207.10 989.00 27.00
9527141 810.00 207.10 988.00 27.00
9527814 810.00 207.10 988.00 27.00
9528486 800.00 207.10 988.00 27.00
9529159 780.00 207.10 988.00 27.00
9529832 770.00 207.10 988.00 27.00
9530504 760.00 207.10 988.00 27.00
9531177 760.00 207.10 989.00 27.00
9531850 760.00 207.10 989.00 27.00
9532522 760.00 207.10 988.00 27.00
9533195 750.00 207.10 988.00 27.00
9533867 750.00 207.10 988.00 27.00
9534540 750.00 207.10 988.00 27.00
9535215 740.00 207.10 988.00 27.10
9535888 750.00 207.10 988.00 27.10
9536560 760.00 207.10 988.00 27.00
9537233 760.00 207.10 988.00 27.00
9537905 760.00 207.10 988.00 27.00
9538577 760.00 207.00 988.00 27.00
9539250 760.00 207.00 989.00 27.00
9539922 760.00 207.00 989.00 27.00
9540595 760.00 207.10 989.00 27.00
9541267 760.00 207.10 989.00 27.00
9541939 770.00 207.10 989.00 27.00
9542612 780.00 207.10 989.00 27.00
9543285 780.00 207.10 989.00 27.10
9543957 780.00 207.10 989.00 27.10
9544639 780.00 207.00 989.00 27.00
9545318 780.00 207.00 989.00 27.10
9545990 780.00 207.00 989.00 27.10
9546662 790.00 207.00 988.00 27.00
9547335 790.00 207.00 988.00 27.00
9548007 790.00 207.00 988.00 27.00
9548679 780.00 207.00 989.00 27.10
9549352 780.00 207.00 988.00 27.00
9550024 780.00 207.00 988.00 27.00
9550696 790.00 207.10 989.00 27.10
9551369 790.00 207.10 988.00 27.00
9552041 780.00 207.10 988.00 27.00
9552714 770.00 207.10 988.00 27.00
9553387 770.00 207.10 988.00 27.10
9554058 780.00 207.10 988.00 27.10
9554734 770.00 207.10 989.00 27.00
9555407 780.00 207.10 988.00 27.00
9556079 780.00 207.10 988.00 27.00
9556752 780.00 207.10 988.00 27.00
9557425 780.00 207.10 989.00 27.10
9558097 780.00 207.10 989.00 27.10
9558770 760.00 207.10 988.00 27.10
9559443 760.00 207.10 988.00 27.00
9560115 770.00 207.10 988.00 27.00
9560788 770.00 207.10 988.00 27.00
9561461 770.00 207.10 988.00 27.00
9562134 770.00 207.10 988.00 27.00
9562806 770.00 207.10 988.00 27.00
9563479 770.00 207.10 989.00 27.10
9564160 760.00 207.10 989.00 27.10
9564843 750.00 207.10 989.00 27.00
9565516 750.00 207.10 989.00 27.10
9566189 750.00 207.10 989.00 27.10
9566861 750.00 207.10 989.00 27.10
9567534 760.00 207.10 989.00 27.10
9568208 760.00 207.10 989.00 27.10
9568881 780.00 207.10 989.00 27.00
9569553 790.00 207.10 989.00 27.00
9570226 800.00 207.10 989.00 27.00
9570899 800.00 207.10 989.00 27.10
9571572 790.00 207.10 989.00 27.00
9572245 780.00 207.10 989.00 27.00
9572918 770.00 207.10 989.00 27.10
9573591 770.00 207.10 988.00 27.10
9574267 780.00 207.10 988.00 27.10
9574960 780.00 207.10 988.00 27.10
9575634 780.00 207.10 988.00 27.10
9576307 790.00 207.10 988.00 27.10
9576980 800.00 207.10 988.00 27.10
9577652 790.00 207.10 988.00 27.10
9578326 790.00 207.10 988.00 27.10
9578999 800.00 207.10 989.00 27.10
9579679 810.00 207.10 988.00 27.10
9580359 810.00 207.10 988.00 27.10
9581032 810.00 207.10 988.00 27.10
9581704 820.00 207.10 989.00 27.10
9582378 820.00 207.10 989.00 27.10
9583051 820.00 207.10 988.00 27.10
9583723 820.00 207.10 989.00 27.00
9584400 810.00 207.10 989.00 27.00
9585072 800.00 207.10 989.00 27.00
9585745 800.00 207.10 988.00 27.00
9586418 820.00 207.10 988.00 27.00
9587091 820.00 207.10 988.00 27.10
9587764 820.00 207.10 988.00 27.00
9588437 810.00 207.10 988.00 27.00
9589110 820.00 207.10 988.00 27.10
9589783 820.00 207.10 989.00 27.10
9590455 830.00 207.10 989.00 27.10
9591128 830.00 207.10 989.00 27.10
9591802 830.00 207.10 989.00 27.10
9592475 830.00 207.10 989.00 27.10
9593147 820.00 207.10 989.00 27.00
9593823 820.00 207.10 989.00 27.00
9594496 810.00 207.10 989.00 27.00
9595169 810.00 207.10 989.00 27.10
9595842 800.00 207.10 989.00 27.10
9596515 800.00 207.10 989.00 27.10
9597196 780.00 207.10 989.00 27.10
9597876 770.00 207.10 989.00 27.10
9598549 770.00 207.10 989.00 27.10
9599222 760.00 207.10 989.00 27.10
9599895 770.00 207.10 989.00 27.00
9600567 780.00 207.10 989.00 27.00
9601240 780.00 207.10 988.00 27.00
9601914 780.00 207.10 988.00 27.10
9602587 770.00 207.10 988.00 27.10
9603259 750.00 207.10 989.00 27.10
9603935 750.00 207.10 988.00 27.10
9604608 760.00 207.10 988.00 27.10
9605281 760.00 207.10 988.00 27.00
9605954 760.00 207.10 988.00 27.00
9606627 760.00 207.10 988.00 27.00
9607300 760.00 207.10 988.00 27.00
9607973 760.00 207.10 988.00 27.00
9608646 740.00 207.10 988.00 27.00
9609319 760.00 207.10 988.00 27.00
9609991 760.00 207.10 988.00 27.00
9610664 760.00 207.10 988.00 27.00
9611337 760.00 207.10 988.00 27.00
9612010 760.00 207.10 988.00 27.10
9612683 760.00 207.10 988.00 27.10
9613356 750.00 207.10 988.00 27.00
9614032 760.00 207.10 988.00 27.00
9614711 780.00 207.10 988.00 27.00
9615389 770.00 207.10 988.00 27.00
9616062 770.00 207.10 988.00 27.10
9616735 800.00 207.10 988.00 27.10
9617408 810.00 207.10 988.00 27.10
9618081 810.00 207.10 988.00 27.00
9618754 780.00 207.10 988.00 27.00
9619426 780.00 207.10 988.00 27.10
9620099 790.00 207.10 989.00 27.10
9620773 800.00 207.10 989.00 27.10
9621446 790.00 207.10 989.00 27.00
9622119 780.00 207.10 988.00 27.00
9622791 780.00 207.10 988.00 27.00
9623467 780.00 207.10 988.00 27.00
9624140 770.00 207.10 988.00 27.00
9624813 760.00 207.10 988.00 27.00
9625486 770.00 207.10 988.00 27.00
9626159 780.00 207.10 988.00 27.10
9626832 780.00 207.10 988.00 27.10
9627505 790.00 207.10 989.00 27.10
9628177 810.00 207.10 989.00 27.00
9628850 830.00 207.10 989.00 27.00
9629523 830.00 207.10 989.00 27.10
9630196 830.00 207.10 989.00 27.00
9630868 830.00 207.10 989.00 27.00
9631540 830.00 207.10 989.00 27.10
9632214 820.00 207.10 989.00 27.00
9632886 810.00 207.10 989.00 27.00
9633562 810.00 207.10 989.00 27.00
9634241 810.00 207.10 988.00 27.00
9634919 820.00 207.10 988.00 27.00
9635592 820.00 207.10 988.00 27.10
9636265 820.00 207.10 988.00 27.00
9636938 820.00 207.10 988.00 27.00
9637610 820.00 207.10 988.00 27.10
9638283 810.00 207.10 988.00 27.00
9638955 810.00 207.10 988.00 27.00
9639629 810.00 207.10 988.00 27.00
9640301 780.00 207.10 988.00 27.10
9640973 780.00 207.10 988.00 27.10
9641646 790.00 207.10 988.00 27.00
9642320 790.00 207.10 988.00 27.10
9642992 780.00 207.10 988.00 27.10
9643668 780.00 207.10 989.00 27.00
9644341 780.00 207.10 988.00 27.00
9645013 780.00 207.10 988.00 27.00
9645686 780.00 207.10 988.00 27.00
9646359 770.00 207.10 988.00 27.00
9647031 770.00 207.10 988.00 27.00
9647704 760.00 207.10 988.00 27.00
9648377 760.00 207.10 988.00 27.00
9649050 760.00 207.10 988.00 27.00
9649723 760.00 207.10 988.00 27.10
9650395 750.00 207.10 988.00 27.10
9651068 760.00 207.10 988.00 27.10
9651741 770.00 207.10 989.00 27.00
9652413 760.00 207.10 989.00 27.10
9653089 760.00 207.10 989.00 27.10
9653768 760.00 207.10 988.00 27.10
9654447 770.00 207.10 988.00 27.10
9655120 760.00 207.10 989.00 27.10
9655793 760.00 207.10 989.00 27.00
9656465 760.00 207.10 989.00 27.10
9657138 750.00 207.10 989.00 27.10
9657811 760.00 207.10 989.00 27.00
9658484 760.00 207.10 989.00 27.00
9659156 750.00 207.10 988.00 27.00
9659829 730.00 207.10 988.00 27.10
9660502 730.00 207.10 988.00 27.10
9661174 730.00 207.10 989.00 27.10
9661847 750.00 207.10 988.00 27.00
9662519 760.00 207.10 988.00 27.00
9663194 760.00 207.10 989.00 27.10
9663867 760.00 207.10 988.00 27.00
9664539 760.00 207.10 988.00 27.00
9665212 750.00 207.10 989.00 27.00
9665884 760.00 207.10 988.00 27.10
9666556 760.00 207.10 988.00 27.10
9667229 760.00 207.10 988.00 27.10
9667902 780.00 207.10 989.00 27.00
9668574 780.00 207.10 989.00 27.00
9669246 770.00 207.10 988.00 27.00
9669919 760.00 207.10 988.00 27.00
9670591 750.00 207.10 988.00 27.00
9671263 740.00 207.10 988.00 27.00
9671936 730.00 207.10 988.00 27.00
9672616 730.00 207.10 988.00 27.00
9673292 740.00 207.10 988.00 27.00
9673970 730.00 207.10 988.00 27.10
9674642 730.00 207.10 988.00 27.10
9675314 720.00 207.10 988.00 27.00
9675987 730.00 207.10 988.00 27.00
9676659 730.00 207.10 988.00 27.00
9677331 730.00 207.10 988.00 27.00
9678004 730.00 207.10 988.00 27.00
9678676 740.00 207.10 988.00 27.00
9679349 750.00 207.10 988.00 27.00
9680022 760.00 207.10 989.00 27.00
9680693 750.00 207.10 989.00 27.00
9681366 730.00 207.10 988.00 27.10
9682039 730.00 207.10 988.00 27.00
9682723 730.00 207.10 988.00 27.00
9683396 750.00 207.10 988.00 27.00
9684069 760.00 207.10 988.00 27.00
9684740 750.00 207.10 988.00 27.00
9685413 730.00 207.10 988.00 27.10
9686086 730.00 207.10 988.00 27.00
9686758 730.00 207.10 988.00 27.00
9687431 770.00 207.10 988.00 27.10
9688104 780.00 207.10 988.00 27.00
9688777 780.00 207.10 988.00 27.00
9689449 750.00 207.10 989.00 27.00
9690121 740.00 207.10 988.00 27.00
9690794 730.00 207.10 988.00 27.00
9691467 730.00 207.10 988.00 27.00
9692140 730.00 207.10 988.00 27.00
9692821 730.00 207.10 988.00 27.00
9693500 740.00 207.10 988.00 27.00
9694172 740.00 207.10 988.00 27.10
9694846 750.00 207.10 988.00 27.10
9695518 740.00 207.10 988.00 27.10
9696191 750.00 207.10 988.00 27.00
9696864 760.00 207.10 988.00 27.00
9697537 770.00 207.10 988.00 27.00
9698210 770.00 207.10 988.00 27.00
9698883 780.00 207.10 988.00 27.00
9699556 780.00 207.10 988.00 27.10
9700229 780.00 207.10 988.00 27.10
9700902 780.00 207.10 988.00 27.10
9701575 780.00 207.10 988.00 27.10
9702251 770.00 207.10 989.00 27.00
9702923 760.00 207.10 989.00 27.00
9703596 770.00 207.10 988.00 27.00
9704270 770.00 207.10 989.00 27.00
9704942 780.00 207.10 989.00 27.00
9705615 780.00 207.10 988.00 27.00
9706288 770.00 207.10 988.00 27.10
9706961 770.00 207.10 988.00 27.10
9707634 760.00 207.10 988.00 27.00
9708307 750.00 207.10 988.00 27.00
9708980 770.00 207.10 988.00 27.00
9709653 760.00 207.10 988.00 27.10
9710333 770.00 207.10 988.00 27.00
9711014 780.00 207.10 988.00 27.00
9711687 780.00 207.10 988.00 27.00
9712363 780.00 207.10 988.00 27.10
9713035 780.00 207.10 988.00 27.10
9713709 770.00 207.10 988.00 27.10
9714382 780.00 207.20 988.00 27.00
9715055 770.00 207.20 988.00 27.00
9715728 780.00 207.20 988.00 27.00
9716400 780.00 207.20 988.00 27.10
9717073 770.00 207.20 988.00 27.10
9717747 760.00 207.20 989.00 27.00
9718419 760.00 207.20 988.00 27.10
9719092 760.00 207.20 988.00 27.10
9719765 760.00 207.20 989.00 27.00
9720438 760.00 207.20 988.00 27.00
9721111 770.00 207.20 988.00 27.00
9721784 780.00 207.20 988.00 27.00
9722460 760.00 207.10 988.00 27.00
9723133 770.00 207.10 988.00 27.00
9723806 780.00 207.10 988.00 27.00
9724479 790.00 207.10 988.00 27.00
9725152 800.00 207.10 988.00 27.00
9725825 810.00 207.20 988.00 27.00
9726498 800.00 207.20 988.00 27.00
9727171 810.00 207.20 988.00 27.00
9727851 810.00 207.20 989.00 27.00
9728532 810.00 207.20 988.00 27.00
9729204 820.00 207.20 988.00 27.00
9729877 810.00 207.20 988.00 27.10
9730551 810.00 207.20 988.00 27.00
9731223 810.00 207.20 988.00 27.00
9731900 820.00 207.20 988.00 27.10
9732572 820.00 207.20 988.00 27.10
9733245 820.00 207.20 988.00 27.10
9733919 810.00 207.20 988.00 27.00
9734591 810.00 207.20 988.00 27.10
9735264 810.00 207.20 988.00 27.10
9735937 810.00 207.20 988.00 27.10
9736610 820.00 207.20 988.00 27.10
9737283 820.00 207.20 988.00 27.10
9737956 830.00 207.20 988.00 27.00
9738629 820.00 207.20 988.00 27.10
9739302 820.00 207.20 988.00 27.10
9739975 820.00 207.20 988.00 27.00
9740648 810.00 207.20 988.00 27.00
9741321 820.00 207.20 988.00 27.00
9742018 810.00 207.20 989.00 27.10
9742691 810.00 207.20 988.00 27.10
9743367 810.00 207.20 988.00 27.10
9744043 810.00 207.20 988.00 27.00
9744716 790.00 207.20 988.00 27.00
9745389 780.00 207.20 988.00 27.00
9746061 780.00 207.20 988.00 27.00
9746735 780.00 207.20 988.00 27.00
9747408 760.00 207.20 988.00 27.00
9748081 760.00 207.20 988.00 27.00
9748754 750.00 207.20 988.00 27.00
9749426 750.00 207.20 988.00 27.00
9750099 740.00 207.20 988.00 27.10
9750772 730.00 207.20 988.00 27.00
9751445 730.00 207.20 988.00 27.00
9752116 730.00 207.20 989.00 27.00
9752789 730.00 207.20 988.00 27.10
9753462 740.00 207.20 988.00 27.10
9754135 740.00 207.20 988.00 27.00
9754807 740.00 207.20 988.00 27.00
9755480 750.00 207.20 988.00 27.00
9756153 760.00 207.20 989.00 27.10
9756825 760.00 207.20 988.00 27.00
9757498 760.00 207.20 988.00 27.00
9758171 770.00 207.20 988.00 27.10
9758844 780.00 207.20 989.00 27.10
9759516 780.00 207.20 989.00 27.10
9760189 780.00 207.20 988.00 27.10
9760862 780.00 207.20 988.00 27.00
9761537 780.00 207.20 988.00 27.00
9762211 770.00 207.20 988.00 27.00
9762889 770.00 207.20 988.00 27.00
9763568 760.00 207.20 988.00 27.00
9764241 760.00 207.20 988.00 27.10
9764913 770.00 207.20 988.00 27.10
9765586 780.00 207.20 988.00 27.10
9766259 780.00 207.20 988.00 27.00
9766932 780.00 207.20 988.00 27.00
9767604 790.00 207.20 988.00 27.00
9768277 800.00 207.20 989.00 27.00
9768950 810.00 207.20 989.00 27.10
9769623 810.00 207.20 989.00 27.10
9770295 810.00 207.20 989.00 27.00
9770968 810.00 207.20 989.00 27.00
9771644 810.00 207.20 989.00 27.00
9772317 800.00 207.20 988.00 27.00
9772989 780.00 207.20 988.00 27.00
9773662 790.00 207.20 988.00 27.00
9774335 780.00 207.20 988.00 27.10
9775008 790.00 207.20 988.00 27.10
9775681 780.00 207.20 988.00 27.10
9776353 780.00 207.20 988.00 27.00
9777026 770.00 207.20 988.00 27.00
9777699 760.00 207.20 988.00 27.00
9778372 760.00 207.20 988.00 27.10
9779044 720.00 207.20 988.00 27.10
9779717 710.00 207.20 988.00 27.10
9780390 700.00 207.20 988.00 27.00
9781066 700.00 207.20 988.00 27.10
9781739 700.00 207.20 988.00 27.10
9782417 700.00 207.20 988.00 27.10
9783096 700.00 207.20 988.00 27.00
9783768 710.00 207.20 989.00 27.00
9784441 720.00 207.20 988.00 27.10
9785115 730.00 207.20 988.00 27.00
9785787 740.00 207.20 988.00 27.00
9786459 730.00 207.20 988.00 27.10
9787132 730.00 207.20 988.00 27.10
9787805 730.00 207.10 989.00 27.10
9788478 720.00 207.10 988.00 27.00
9789149 720.00 207.10 988.00 27.00
9789822 720.00 207.10 988.00 27.10
9790495 720.00 207.10 989.00 27.10
9791170 710.00 207.10 989.00 27.10
9791842 720.00 207.20 989.00 27.00
9792515 720.00 207.10 989.00 27.10
9793188 720.00 207.10 989.00 27.10
9793860 720.00 207.10 989.00 27.10
9794533 730.00 207.10 988.00 27.10
9795205 730.00 207.10 988.00 27.10
9795877 730.00 207.10 988.00 27.00
9796550 730.00 207.10 988.00 27.10
9797223 730.00 207.10 988.00 27.10
9797894 720.00 207.10 988.00 27.10
9798568 730.00 207.10 988.00 27.10
9799240 710.00 207.10 988.00 27.10
9799912 700.00 207.10 988.00 27.10
9800585 720.00 207.10 989.00 27.10
9801260 720.00 207.10 989.00 27.10
9801939 720.00 207.10 988.00 27.10
9802618 730.00 207.10 989.00 27.00
9803291 730.00 207.10 989.00 27.00
9803963 730.00 207.10 989.00 27.10
9804635 730.00 207.10 989.00 27.00
9805308 730.00 207.10 989.00 27.00
9805980 730.00 207.20 988.00 27.10
9806653 730.00 207.20 988.00 27.00
9807325 750.00 207.20 988.00 27.00
9807997 760.00 207.20 988.00 27.10
9808670 760.00 207.20 988.00 27.10
9809342 760.00 207.20 988.00 27.10
9810014 780.00 207.20 988.00 27.10
9810690 770.00 207.20 988.00 27.10
9811363 760.00 207.20 988.00 27.10
9812036 760.00 207.10 988.00 27.10
9812709 750.00 207.10 988.00 27.10
9813381 750.00 207.10 988.00 27.10
9814054 730.00 207.10 988.00 27.10
9814727 730.00 207.10 988.00 27.10
9815399 730.00 207.10 988.00 27.10
9816072 740.00 207.10 988.00 27.10
9816745 740.00 207.10 988.00 27.00
9817418 740.00 207.10 988.00 27.00
9818090 740.00 207.10 988.00 27.10
9818763 750.00 207.10 988.00 27.10
9819436 750.00 207.10 988.00 27.10
9820109 760.00 207.10 988.00 27.00
9820785 760.00 207.10 988.00 27.00
9821464 780.00 207.10 988.00 27.00
9822142 790.00 207.10 988.00 27.10
9822815 790.00 207.10 988.00 27.10
9823488 790.00 207.10 988.00 27.10
9824161 800.00 207.10 988.00 27.10
9824834 790.00 207.10 988.00 27.10
9825507 780.00 207.10 988.00 27.10
9826180 780.00 207.10 988.00 27.10
9826853 780.00 207.10 988.00 27.10
9827526 760.00 207.10 988.00 27.10
9828199 760.00 207.10 988.00 27.10
9828871 770.00 207.10 988.00 27.10
9829545 780.00 207.10 988.00 27.10
9830218 780.00 207.10 988.00 27.10
9830898 780.00 207.10 988.00 27.10
9831571 810.00 207.10 988.00 27.10
9832244 800.00 207.10 988.00 27.00
9832917 790.00 207.10 988.00 27.10
9833590 790.00 207.10 988.00 27.10
9834263 790.00 207.10 988.00 27.00
9834936 800.00 207.10 988.00 27.10
9835609 790.00 207.10 988.00 27.10
9836282 790.00 207.10 988.00 27.10
9836955 800.00 207.10 988.00 27.00
9837628 790.00 207.10 988.00 27.00
9838300 810.00 207.10 988.00 27.10
9838981 820.00 207.10 989.00 27.00
9839661 830.00 207.10 989.00 27.00
9840347 830.00 207.10 988.00 27.10
9841020 830.00 207.10 989.00 27.10
9841693 820.00 207.10 989.00 27.10
9842366 810.00 207.10 988.00 27.00
9843039 810.00 207.10 989.00 27.10
9843712 810.00 207.10 989.00 27.10
9844385 810.00 207.10 989.00 27.00
9845058 820.00 207.10 989.00 27.10
9845730 810.00 207.10 989.00 27.10
9846403 810.00 207.10 989.00 27.10
9847077 810.00 207.10 988.00 27.10
9847750 800.00 207.10 988.00 27.10
9848423 800.00 207.10 988.00 27.00
9849095 800.00 207.10 988.00 27.10
9849768 790.00 207.10 988.00 27.10
9850445 780.00 207.10 988.00 27.10
9851117 770.00 207.10 989.00 27.10
9851791 760.00 207.10 989.00 27.10
9852463 750.00 207.10 988.00 27.00
9853136 760.00 207.10 988.00 27.10
9853810 760.00 207.10 988.00 27.10
9854482 760.00 207.10 988.00 27.10
9855155 750.00 207.10 988.00 27.00
9855828 760.00 207.10 988.00 27.00
9856509 760.00 207.10 988.00 27.00
9857189 760.00 207.10 988.00 27.10
9857862 760.00 207.10 988.00 27.10
9858535 760.00 207.10 988.00 27.10
9859208 760.00 207.10 988.00 27.10
9859884 760.00 207.10 988.00 27.10
9860557 760.00 207.10 988.00 27.10
9861230 760.00 207.10 988.00 27.10
9861903 770.00 207.10 988.00 27.10
9862576 760.00 207.10 988.00 27.00
9863249 760.00 207.10 988.00 27.10
9863922 770.00 207.10 988.00 27.10
9864595 770.00 207.10 988.00 27.10
9865268 760.00 207.10 988.00 27.00
9865941 760.00 207.10 988.00 27.00
9866614 760.00 207.10 988.00 27.10
9867287 750.00 207.10 988.00 27.10
9867959 750.00 207.10 988.00 27.10
9868632 730.00 207.10 988.00 27.10
9869306 730.00 207.10 988.00 27.10
9869982 730.00 207.10 988.00 27.10
9870655 750.00 207.10 988.00 27.10
9871327 760.00 207.10 988.00 27.10
9872000 760.00 207.10 988.00 27.10
9872673 760.00 207.10 988.00 27.10
9873346 760.00 207.10 988.00 27.10
9874027 760.00 207.10 988.00 27.10
9874708 770.00 207.10 988.00 27.10
9875380 770.00 207.10 988.00 27.00
9876053 760.00 207.10 988.00 27.00
9876726 760.00 207.10 988.00 27.00
9877399 770.00 207.10 988.00 27.00
9878072 780.00 207.10 988.00 27.00
9878745 780.00 207.10 988.00 27.10
9879418 790.00 207.10 988.00 27.10
9880094 810.00 207.10 988.00 27.10
9880767 810.00 207.10 988.00 27.00
9881439 810.00 207.10 988.00 27.10
9882112 810.00 207.10 988.00 27.10
